zincid;molecular_formula;binding_energy;charge;2D;binding_energy AD4;standard deviation
ZINC001195892787;C15H3N7O7P;-10,1;-1;img/ZINC001195892787.png;-4,35;0,27
ZINC001142385243;C21HN10O3;-10,6;0;img/ZINC001142385243.png;-4,63;0,23
ZINC000084741425;C35H3N8O4;-10,6;0;img/ZINC000084741425.png;-6,76;0,39
ZINC000822068015;C17H4N9O3;-10,5;0;img/ZINC000822068015.png;-5,82;0,14
ZINC000101462113;C23H3N10O7;-10,1;0;img/ZINC000101462113.png;-2,78;0,21
ZINC001159977740;C20H2FN6O;-10,1;0;img/ZINC001159977740.png;-4,41;0,06
ZINC000033312423;C19HN5O5S;-10,3;0;img/ZINC000033312423.png;-3,79;0,07
ZINC001180625097;C18H3N6O7P;-11;0;img/ZINC001180625097.png;-4,11;0,21
ZINC000261673663;C19H5N6O3;-10,4;1;img/ZINC000261673663.png;-6,14;0,17
ZINC000006936307;C24HN6O;-10,2;0;img/ZINC000006936307.png;-6,83;0,05
ZINC000009951689;C23CLN6O3S;-10,6;0;img/ZINC000009951689.png;-5,37;0,1
ZINC001185497198;C19H3CLN6O6S;-10,9;-1;img/ZINC001185497198.png;-3,33;0,25
ZINC000000623346;C23CLN8O5;-10,4;0;img/ZINC000000623346.png;-4,93;0,08
ZINC000044308275;C28HCLN7O4S;-11;0;img/ZINC000044308275.png;-6,76;0,09
ZINC000520412267;C19H2N6O4;-10,4;-1;img/ZINC000520412267.png;-4,94;0,13
ZINC000004887500;C31H2N5O7;-10,1;0;img/ZINC000004887500.png;-5,72;0,25
ZINC000028764724;C28H3N7O9P;-11;-2;img/ZINC000028764724.png;-5,62;0,09
ZINC001182719943;C18H5N6O3;-10,2;0;img/ZINC001182719943.png;-5,55;0,11
ZINC000097568055;C27N5O2;-10,1;0;img/ZINC000097568055.png;-5,78;0,17
ZINC000085565403;C19H8N7O13P;-10,8;-1;img/ZINC000085565403.png;-0,69;0,56
ZINC000004818382;C19HN6O4;-10,2;0;img/ZINC000004818382.png;-6,04;0,07
ZINC000753886812;C18N7O5;-10,3;0;img/ZINC000753886812.png;-5;0,11
ZINC000029048688;C31H16N13O2;-10,9;4;img/ZINC000029048688.png;-5,45;0,24
ZINC000028865772;C17H4CLN6O8S;-10,4;-2;img/ZINC000028865772.png;-3,17;0,27
ZINC001174903982;C19H3N6O7P;-10,8;-2;img/ZINC001174903982.png;-3,47;0,17
ZINC000642596401;C19H3N7O5;-10,8;0;img/ZINC000642596401.png;-3,93;0,19
ZINC000736722730;C19HN9O;-10,1;0;img/ZINC000736722730.png;-6,68;0,11
ZINC000035508427;C27H2FN5O4;-10,5;0;img/ZINC000035508427.png;-6,87;0,03
ZINC000053573930;C19H2N7O3;-10,4;0;img/ZINC000053573930.png;-4,72;0,13
ZINC001184578419;C18H2N6O7P;-10,5;-1;img/ZINC001184578419.png;-4,06;0,06
ZINC001174858494;C19H3N6O7P;-10,1;-2;img/ZINC001174858494.png;-3,17;0,19
ZINC000044430764;C25H5N9O8S;-10,4;-1;img/ZINC000044430764.png;-4,28;0,36
ZINC000252320767;C38H3N5O7;-10,4;0;img/ZINC000252320767.png;-4,65;0,45
ZINC000103246487;C29HN6O7;-10,2;0;img/ZINC000103246487.png;-6,12;0,25
ZINC000084757053;C27H4N8O3;-10,1;0;img/ZINC000084757053.png;-5,46;0,23
ZINC000005356596;C22H2N6O4;-10,2;0;img/ZINC000005356596.png;-5,63;0,26
ZINC000257324246;C23H2N7O4;-10,9;0;img/ZINC000257324246.png;-5,5;0,1
ZINC000030063312;C22N6O5S;-10,9;0;img/ZINC000030063312.png;-3,69;0,11
ZINC001165140383;C24HN6;-10,1;1;img/ZINC001165140383.png;-5,88;0,47
ZINC000101410018;C28H2FN8O3;-11,6;0;img/ZINC000101410018.png;-6,4;0,07
ZINC001143292360;C15H3N6O8P;-11;-1;img/ZINC001143292360.png;-3,02;0,22
ZINC000066078368;C20BRN6O5S;-10,6;0;img/ZINC000066078368.png;-6,02;0,24
ZINC001148182394;C19HN6O2;-10,1;0;img/ZINC001148182394.png;-5,08;0,07
ZINC000012563401;C23HN6O3;-10,4;0;img/ZINC000012563401.png;-5,61;0,17
ZINC000150352057;C39H3N5O8;-10,4;0;img/ZINC000150352057.png;-3,83;0,18
ZINC000032876688;C24HCLN5O6;-10,4;0;img/ZINC000032876688.png;-5,02;0,11
ZINC001185897688;C21H3CLN8O3;-10,3;0;img/ZINC001185897688.png;-4,76;0,25
ZINC000522155533;C23HN7O4;-10,1;0;img/ZINC000522155533.png;-4,21;0,29
ZINC000029126772;C38H7N9O5;-11,3;1;img/ZINC000029126772.png;-3,26;0,76
ZINC000257297521;C20H4FN8O2;-10,5;0;img/ZINC000257297521.png;-4,28;0,15
ZINC000431423404;C24HN6O;-10,2;0;img/ZINC000431423404.png;-5,66;0,07
ZINC000038157693;C17H5N5O10P;-10,1;-1;img/ZINC000038157693.png;-2,96;0,28
ZINC000027105117;C24H6N6O6;-10,3;0;img/ZINC000027105117.png;-4,69;0,4
ZINC000527205607;C17H3N7O5;-10,7;-1;img/ZINC000527205607.png;-5,38;0,15
ZINC001163547913;C19H2N6O2;-10,1;0;img/ZINC001163547913.png;-4,96;0,13
ZINC000016000238;C25N6O3S;-11,2;0;img/ZINC000016000238.png;-5,42;0,13
ZINC001172906835;C21H6N7O5;-10,1;1;img/ZINC001172906835.png;-6,6;0,22
ZINC000785137963;C19H2N6O6;-10,5;0;img/ZINC000785137963.png;-3,94;0,16
ZINC000005295468;C22H3BRN7O3;-10,6;0;img/ZINC000005295468.png;-5,31;0,32
ZINC000001026985;C21N7O4S;-10,3;0;img/ZINC000001026985.png;-5,33;0,22
ZINC000043409061;C35H2N5O5;-10,6;0;img/ZINC000043409061.png;-5,57;0,19
ZINC000515577345;C22H4N7O4;-10,7;1;img/ZINC000515577345.png;-5,28;0,35
ZINC000032017131;C18H2FN5O6P;-10,3;0;img/ZINC000032017131.png;-3,78;0,22
ZINC000006899829;C22HN7O;-10,6;0;img/ZINC000006899829.png;-6,15;0,24
ZINC000169341170;C34H3N7O3;-11,1;0;img/ZINC000169341170.png;-6,87;0,26
ZINC001049208885;C17HN8O;-10,1;0;img/ZINC001049208885.png;-5,65;0,05
ZINC000072404069;C24H2N8O3;-10,7;0;img/ZINC000072404069.png;-6,34;0,14
ZINC000049792821;C32H4N7O4;-11,2;0;img/ZINC000049792821.png;-4,72;0,34
ZINC000028249559;C17H3N5O3S;-11,1;0;img/ZINC000028249559.png;-4,3;0,03
ZINC000772856091;C20H2N7O5;-10,2;0;img/ZINC000772856091.png;-4,56;0,22
ZINC000101411714;C27H2FN9O2;-11,1;0;img/ZINC000101411714.png;-5,51;0,08
ZINC001164635943;C20HCLF2N7O;-10,4;0;img/ZINC001164635943.png;-6,16;0,15
ZINC001222591923;C18F3N4O3;-10,5;-1;img/ZINC001222591923.png;-5,26;0,05
ZINC000009310135;C22HCL2N5O4;-10,4;0;img/ZINC000009310135.png;-5,77;0,18
ZINC000082196672;C36HCLN4O5;-10,3;0;img/ZINC000082196672.png;-5,18;0,25
ZINC001260993009;C20H3N6O6S;-10,7;-1;img/ZINC001260993009.png;-3,12;0,22
ZINC001174080464;C23H5N7O5;-10,1;0;img/ZINC001174080464.png;-4,45;0,35
ZINC001202442725;C18H3N6O8P;-10,9;-1;img/ZINC001202442725.png;-4,05;0,37
ZINC000169341183;C30H4N8O3;-11,2;0;img/ZINC000169341183.png;-6;0,15
ZINC000030679184;C21H2N7O5S;-10,7;0;img/ZINC000030679184.png;-2,32;0,17
ZINC000680337616;C18H2N7O;-10,3;0;img/ZINC000680337616.png;-6,26;0,09
ZINC001193219995;C17H4CLN5O9P;-10,7;-1;img/ZINC001193219995.png;-4,77;0,24
ZINC001174068190;C21H5N6O5S;-10,3;0;img/ZINC001174068190.png;-4,88;0,16
ZINC000257337722;C24H3CLN7O5;-10,5;0;img/ZINC000257337722.png;-5,18;0,09
ZINC000015939638;C20H2N8O5;-10,7;0;img/ZINC000015939638.png;-4,51;0,15
ZINC000613673093;C19H3N7O2;-10,4;0;img/ZINC000613673093.png;-4,92;0,16
ZINC000144949896;C19H4N7O4;-10,4;0;img/ZINC000144949896.png;-4,97;0,17
ZINC001147342337;C15H2N7O7P;-10,1;-1;img/ZINC001147342337.png;-3,31;0,24
ZINC000614120974;C21H2N6O6S;-10,1;0;img/ZINC000614120974.png;-1,82;0,14
ZINC000009211085;C25HN6O5;-11;0;img/ZINC000009211085.png;-6,42;0,18
ZINC000432163170;C20F3N5O;-10,2;0;img/ZINC000432163170.png;-5,6;0,01
ZINC000010102956;C25N5O3;-10,2;0;img/ZINC000010102956.png;-5,79;0,15
ZINC001156845803;C19FN5O2;-10,2;0;img/ZINC001156845803.png;-5,61;0,01
ZINC001147173949;C16H3N6O8P;-11,4;-1;img/ZINC001147173949.png;-2,76;0,24
ZINC000824669944;C20H2N9;-10,5;-1;img/ZINC000824669944.png;-7,32;0,18
ZINC000523207591;C21H2FN7O4;-10,6;0;img/ZINC000523207591.png;-4,24;0,22
ZINC001177173601;C18H3N7O7P;-10,1;-1;img/ZINC001177173601.png;-3,74;0,25
ZINC000001691932;C19H3N9O5;-10,6;0;img/ZINC000001691932.png;-4,51;0,18
ZINC000257239707;C25HN6O4;-10,1;0;img/ZINC000257239707.png;-5,16;0,13
ZINC000157199931;C39H2N10O4;-10,6;0;img/ZINC000157199931.png;-5,22;0,46
ZINC000072104783;C30H2FN6O2;-12,3;0;img/ZINC000072104783.png;-5,54;0,18
ZINC001158751335;C19HN5O;-10,2;0;img/ZINC001158751335.png;-6,55;0,01
ZINC000015939747;C20H2N8O5;-11,1;0;img/ZINC000015939747.png;-4,82;0,22
ZINC000001650299;C24H2CLN5O3;-10,5;0;img/ZINC000001650299.png;-5,61;0,18
ZINC000520161182;C18H3N8O3;-10,1;0;img/ZINC000520161182.png;-5,55;0,24
ZINC001194996042;C16H3CLN6O8P;-10,6;-1;img/ZINC001194996042.png;-3,51;0,1
ZINC000498024941;C21HN7O5S;-10,1;0;img/ZINC000498024941.png;-2,77;0,16
ZINC000785045134;C20HN5O6;-10,6;0;img/ZINC000785045134.png;-4,75;0,16
ZINC000013786299;C19H3N9O5;-11,7;0;img/ZINC000013786299.png;-4,77;0,06
ZINC001193183873;C17H3N6O8P;-10,4;-1;img/ZINC001193183873.png;-3,45;0,18
ZINC000330304064;C21N6O;-10,2;0;img/ZINC000330304064.png;-6,38;0,05
ZINC000029048903;C36H2N6O4;-11,6;0;img/ZINC000029048903.png;-7,5;0,35
ZINC000049785624;C24H6N8O7S;-10,6;0;img/ZINC000049785624.png;-3,63;0,24
ZINC001193499421;C18H2N6O8P;-10,3;-2;img/ZINC001193499421.png;-3,46;0,1
ZINC000008775413;C27N6O3;-10,2;0;img/ZINC000008775413.png;-5,62;0,26
ZINC000056435586;C18HCLN6O4;-10,1;0;img/ZINC000056435586.png;-4,31;0,04
ZINC001188704842;C16H2FN6O7P;-10,3;-1;img/ZINC001188704842.png;-3,16;0,16
ZINC001195183295;C17H2CLN6O8P;-11,2;-1;img/ZINC001195183295.png;-4,17;0,07
ZINC000513982488;C19H2N7O3;-10,1;0;img/ZINC000513982488.png;-5,33;0,06
ZINC001170234056;C17H3N8O;-10,1;-1;img/ZINC001170234056.png;-4,87;0,11
ZINC000856409388;C22HN6O6;-10,3;0;img/ZINC000856409388.png;-4,37;0,27
ZINC000028343912;C27HN6O4;-10,7;0;img/ZINC000028343912.png;-6,51;0,19
ZINC001183892330;C19H4N5O9P;-11;-1;img/ZINC001183892330.png;-3,65;0,18
ZINC001142385403;C22HN7O4;-10,8;0;img/ZINC001142385403.png;-4,86;0,03
ZINC001147636097;C17H3N6O8P;-10,6;-1;img/ZINC001147636097.png;-3,69;0,24
ZINC000048984725;C18HN7O3S2;-10,4;0;img/ZINC000048984725.png;-5,28;0,09
ZINC000053226626;C24H2F3N7O;-10,3;0;img/ZINC000053226626.png;-5,45;0,25
ZINC000299837829;C29H4F2N7O3;-10,6;0;img/ZINC000299837829.png;-6,39;0,26
ZINC000009869387;C21HCLN5O5;-10,4;0;img/ZINC000009869387.png;-6,14;0,24
ZINC001147672112;C16H3N6O7PS;-10,2;-1;img/ZINC001147672112.png;-3,37;0,34
ZINC000916477081;C21N7O5S;-10,4;0;img/ZINC000916477081.png;-3,12;0,14
ZINC000049780227;C36H7N10O6;-10,9;0;img/ZINC000049780227.png;-2,68;0,32
ZINC000028865796;C18H5N6O8S;-10,1;-1;img/ZINC000028865796.png;-2,71;0,37
ZINC001192512589;C18H2N5O9P;-10,7;-1;img/ZINC001192512589.png;-4,63;0,1
ZINC000537793489;C18HN8O4;-10,2;0;img/ZINC000537793489.png;-3,95;0,23
ZINC000045960859;C15HN7O4S2;-10,2;0;img/ZINC000045960859.png;-5,62;0,07
ZINC000003020469;C29HF3N5O5;-10,1;0;img/ZINC000003020469.png;-4,96;0,33
ZINC000020061977;C23N6O3;-10,2;0;img/ZINC000020061977.png;-5,55;0,07
ZINC000026672778;C19H3N5O5P;-11;0;img/ZINC000026672778.png;-3,87;0,21
ZINC000256673670;C19H8N7O13P;-10,4;-1;img/ZINC000256673670.png;-0,67;0,45
ZINC000590540288;C20CLFN6O4;-10,4;0;img/ZINC000590540288.png;-4,9;0,05
ZINC000009152979;C23HN7OS;-11,7;0;img/ZINC000009152979.png;-6,59;0,15
ZINC000009211158;C23HN6O3;-10,8;0;img/ZINC000009211158.png;-6,82;0,18
ZINC000036383708;C24H2FN5O5;-10,3;0;img/ZINC000036383708.png;-6,01;0,28
ZINC001170217659;C19H4N6O4S;-10,8;0;img/ZINC001170217659.png;-3,34;0,37
ZINC000238791513;C21H7N6O15P2;-10,5;-1;img/ZINC000238791513.png;-0,54;0,39
ZINC000066930234;C20H4N5O4;-10,1;0;img/ZINC000066930234.png;-5,35;0,19
ZINC000049833038;C39H4N8O5S;-10,4;0;img/ZINC000049833038.png;-4,97;0,24
ZINC000591297094;C20H3FN6O5S;-10,2;0;img/ZINC000591297094.png;-2,81;0,1
ZINC000521164424;C19H3N6O4;-10,5;0;img/ZINC000521164424.png;-5,19;0,15
ZINC000034692919;C25CLF2N4O2;-10,1;0;img/ZINC000034692919.png;-5,91;0,18
ZINC000095536804;C37H5N8O6S2;-10,7;1;img/ZINC000095536804.png;-4,19;0,38
ZINC000276062259;C18H2N6O4;-10,2;0;img/ZINC000276062259.png;-4,35;0,03
ZINC000009707562;C23FN6O3;-10,4;0;img/ZINC000009707562.png;-5,54;0,08
ZINC000095602674;C30H6N7O6;-11,8;0;img/ZINC000095602674.png;-4,48;0,41
ZINC000072405791;C26H2N8O2;-11,5;0;img/ZINC000072405791.png;-6,12;0,04
ZINC000737588490;C16HN8O3;-10,1;0;img/ZINC000737588490.png;-6,23;0,06
ZINC000150452217;C32H4CL2N8O8S2;-10,2;0;img/ZINC000150452217.png;-2,92;0,17
ZINC000048998799;C21H4FN5O4;-10,9;0;img/ZINC000048998799.png;-4,83;0,26
ZINC001255028524;C20H3N6O6S;-10,5;-1;img/ZINC001255028524.png;-3,13;0,35
ZINC000020367894;C24HN8O2S;-10,6;0;img/ZINC000020367894.png;-5,89;0,21
ZINC001180654323;C19H2N6O8P;-10,8;-1;img/ZINC001180654323.png;-3,88;0,17
ZINC000537792236;C18H3N8O4;-10,7;0;img/ZINC000537792236.png;-4,3;0,15
ZINC001190743060;C18H2N6O8P;-11,8;-1;img/ZINC001190743060.png;-3,87;0,04
ZINC000194753399;C16H4FN7O3;-10,3;0;img/ZINC000194753399.png;-4,52;0,2
ZINC000118930951;C26H3N4O4S;-10,5;0;img/ZINC000118930951.png;-7,19;0,34
ZINC000576456150;C22N4O2;-10,1;0;img/ZINC000576456150.png;-6,09;0,08
ZINC000049767057;C30H5N6O4;-10,7;0;img/ZINC000049767057.png;-5,58;0,46
ZINC000772350665;C19H3N7O4;-10,3;0;img/ZINC000772350665.png;-5,65;0,23
ZINC000028249487;C15H3N5O3S;-10,8;0;img/ZINC000028249487.png;-3,7;0,04
ZINC000524732978;C27H3FN9O3;-11,2;0;img/ZINC000524732978.png;-5,5;0,24
ZINC000008614197;C16H2N8O4;-10,1;0;img/ZINC000008614197.png;-4,66;0,09
ZINC000096903422;C32H4CLIN6O4;-10,2;0;img/ZINC000096903422.png;-6;0,41
ZINC000025946503;C21H3N9O2;-10,9;0;img/ZINC000025946503.png;-4,68;0,22
ZINC000004039256;C25CLN5O4;-10,6;0;img/ZINC000004039256.png;-7,14;0,45
ZINC000049785462;C20H8N10O10P;-11,2;-1;img/ZINC000049785462.png;-0,12;0
ZINC000572876112;C20H3N5O6;-10,6;0;img/ZINC000572876112.png;-6,49;0,41
ZINC000073199122;C21HN5O3;-10,4;0;img/ZINC000073199122.png;-5,59;0,04
ZINC000825820474;C17HN9O3;-10,7;0;img/ZINC000825820474.png;-5,77;0,21
ZINC000029056397;C24HF3N7O3;-10,4;0;img/ZINC000029056397.png;-6,4;0,25
ZINC000017529171;C19N7O7;-10,4;0;img/ZINC000017529171.png;-6,46;0,15
ZINC000027848966;C24H3N5O5;-10,6;-1;img/ZINC000027848966.png;-4,44;0,25
ZINC000500794032;C22CLN6O4;-10,2;0;img/ZINC000500794032.png;-4,98;0,23
ZINC000263607091;C31H3N8O13S;-10,7;0;img/ZINC000263607091.png;-6,27;0,23
ZINC000299869518;C25BRN6O5;-10,5;0;img/ZINC000299869518.png;-6,57;0,06
ZINC000809345589;C20H3N9O2;-10,6;0;img/ZINC000809345589.png;-4,41;0,05
ZINC000522505096;C16H3N6O4S;-10,1;0;img/ZINC000522505096.png;-5,05;0,11
ZINC000737618728;C15H2N10O3;-10,2;0;img/ZINC000737618728.png;-3,99;0,1
ZINC000759891754;C20H2N7O3;-10,2;0;img/ZINC000759891754.png;-5,52;0,11
ZINC000104943304;C24N6O6;-10,7;0;img/ZINC000104943304.png;-4,45;0,15
ZINC000016236844;C23HN6O4;-10,1;0;img/ZINC000016236844.png;-4,47;0,34
ZINC000049014872;C21H7N8O6;-11;0;img/ZINC000049014872.png;-3,04;0,25
ZINC000049888899;C37H4N9O5;-12,6;0;img/ZINC000049888899.png;-4,97;0,26
ZINC000613678873;C19H2N8O4;-10,3;0;img/ZINC000613678873.png;-4,24;0,08
ZINC000557519790;C20H4N6O6;-10,2;0;img/ZINC000557519790.png;-3,8;0,28
ZINC000032905992;C23N5O3;-10,5;0;img/ZINC000032905992.png;-6,06;0,05
ZINC000027626757;C21H4N6O5S;-10,4;0;img/ZINC000027626757.png;-4,19;0,3
ZINC001186896382;C18H3N6O6S;-10,6;-1;img/ZINC001186896382.png;-3,12;0,09
ZINC000150576068;C40H4N7O5S;-10,3;1;img/ZINC000150576068.png;-6,3;0,48
ZINC001192811470;C16H2CLN7O7P;-10,8;-1;img/ZINC001192811470.png;-4,06;0,04
ZINC000281784098;C20H3N6O;-10,1;0;img/ZINC000281784098.png;-6,08;0,11
ZINC000518848283;C23N6O4;-10,5;0;img/ZINC000518848283.png;-5,42;0,06
ZINC000811034062;C20N4O8;-10,3;-1;img/ZINC000811034062.png;-4,4;0,09
ZINC001185925469;C19H2CLFN5O;-10,1;0;img/ZINC001185925469.png;-5,33;0,08
ZINC001175701944;C19H3N6O7P;-10,7;-2;img/ZINC001175701944.png;-3,95;0,17
ZINC000096901253;C33H6CLN6O9P;-11,1;0;img/ZINC000096901253.png;-2,42;0,46
ZINC000151327253;C20N5O4;-10,2;0;img/ZINC000151327253.png;-5,41;0,14
ZINC001147193402;C15H2N7O7P;-10,1;-1;img/ZINC001147193402.png;-4,03;0,28
ZINC000006936262;C23HN6O;-10,1;0;img/ZINC000006936262.png;-6,34;0,07
ZINC000245241450;C38HF3N5O8;-11,4;0;img/ZINC000245241450.png;-4,93;0,4
ZINC000043307825;C22HIN5O7;-10,2;0;img/ZINC000043307825.png;-5,69;0,17
ZINC000011168390;C24N6O4;-10,6;0;img/ZINC000011168390.png;-6,17;0,02
ZINC000785140495;C20H2N6O6;-10,2;0;img/ZINC000785140495.png;-4,69;0,23
ZINC000008637261;C24H5N8O7;-10,2;0;img/ZINC000008637261.png;-5,41;0,52
ZINC000070672940;C25H5N8O8;-10,7;0;img/ZINC000070672940.png;-3,76;0,27
ZINC000534520762;C18HF3N6S;-10,2;0;img/ZINC000534520762.png;-5,83;0,02
ZINC000547148503;C15H2N8O3;-10,2;0;img/ZINC000547148503.png;-4,89;0,1
ZINC000169331553;C20H6N7O23P5;-10,4;-5;img/ZINC000169331553.png;;
ZINC001159198356;C21H2N6O2;-10,2;-1;img/ZINC001159198356.png;-5,94;0,04
ZINC000150616615;C28H3BRN5O14P3;-11,1;-4;img/ZINC000150616615.png;-4,21;0,34
ZINC000257299238;C24H4N8O4;-10,7;0;img/ZINC000257299238.png;-4,39;0,12
ZINC000728088064;C20HN5O7;-10,3;0;img/ZINC000728088064.png;-4,17;0,2
ZINC000009211109;C29H2N7O;-10,5;1;img/ZINC000009211109.png;-8,13;0,14
ZINC000067947267;C19HFN8;-10,1;0;img/ZINC000067947267.png;-6,75;0,07
ZINC000032876689;C24HCLN5O6;-10,2;0;img/ZINC000032876689.png;-5,1;0,14
ZINC000101510208;C27H3N6O5P;-10,1;0;img/ZINC000101510208.png;-2,41;0,16
ZINC000662589050;C19H4N6O3;-10,2;1;img/ZINC000662589050.png;-6,98;0,07
ZINC001180680480;C18H2N6O8P;-10,2;-1;img/ZINC001180680480.png;-3,94;0,12
ZINC000006909087;C21HN5O3;-10,3;0;img/ZINC000006909087.png;-5,14;0,29
ZINC000016838092;C28HN6O3;-10,7;0;img/ZINC000016838092.png;-7,29;0,14
ZINC001211182638;C21H3N7O5;-10,1;0;img/ZINC001211182638.png;-5,27;0,27
ZINC000462957551;C22HN5O2S;-10,8;0;img/ZINC000462957551.png;-3,61;0,23
ZINC000004552174;C31HN4O8;-10,5;0;img/ZINC000004552174.png;-5,37;0,32
ZINC000916397276;C23N6O5;-10,5;0;img/ZINC000916397276.png;-5;0,07
ZINC000101411155;C28H3FN9O3;-11,3;0;img/ZINC000101411155.png;-5,5;0,38
ZINC000079493537;C19H3CLN7O2;-10,1;0;img/ZINC000079493537.png;-5,52;0,24
ZINC000049832806;C38H4N8O5;-10,1;1;img/ZINC000049832806.png;-5,76;0,3
ZINC001142385328;C21N6O6S;-10,6;0;img/ZINC001142385328.png;-5,25;0,03
ZINC001194582437;C17H4N6O4;-10,3;0;img/ZINC001194582437.png;-4,86;0,14
ZINC000028712096;C32H8N12O7;-10,4;-1;img/ZINC000028712096.png;-1,25;0,3
ZINC000089745357;C20H2FN6O3;-10,4;0;img/ZINC000089745357.png;-5,7;0,11
ZINC000029126958;C36H7N9O5;-10,9;1;img/ZINC000029126958.png;-2,22;0,35
ZINC001156845663;C19HFN5O2;-10,7;0;img/ZINC001156845663.png;-6,87;0,01
ZINC000549549196;C19H2N7O6S;-10,1;0;img/ZINC000549549196.png;-2,24;0,13
ZINC000096915716;C27HN8O2;-10,4;0;img/ZINC000096915716.png;-7,03;0,25
ZINC001241442631;C19HFN8;-10,2;0;img/ZINC001241442631.png;-7,56;0,06
ZINC000103569262;C24HN6O;-10,4;0;img/ZINC000103569262.png;-7,36;0,05
ZINC000012405936;C19H5CLN7O5;-10,6;0;img/ZINC000012405936.png;-4,68;0,14
ZINC000009777142;C28N6OS;-10,1;0;img/ZINC000009777142.png;-6,6;0,24
ZINC000036662502;C22HN6O5;-10,2;0;img/ZINC000036662502.png;-6,41;0,17
ZINC001197152111;C18H3N5O9P;-10,2;-1;img/ZINC001197152111.png;-4,01;0,14
ZINC000013578876;C21H2N5O3S;-10,5;0;img/ZINC000013578876.png;-6,26;0,36
ZINC000376205203;C19HN5O2;-10,2;0;img/ZINC000376205203.png;-5,65;0
ZINC000545605676;C20N9O3;-10,4;0;img/ZINC000545605676.png;-4,92;0,2
ZINC000514709415;C20HF3N7;-10,5;0;img/ZINC000514709415.png;-6,04;0
ZINC000028634742;C27H5N6O7S;-10,3;0;img/ZINC000028634742.png;-2,97;0,39
ZINC000426231768;C19H4N9O3;-10,5;0;img/ZINC000426231768.png;-4,31;0,13
ZINC000008295154;C24H3N5O15P3;-10,8;-4;img/ZINC000008295154.png;-3,3;0,41
ZINC001212044525;C19H3N6O7P;-10,7;-2;img/ZINC001212044525.png;-3,44;0,34
ZINC001164803737;C21HCLF2N7O2;-10,5;0;img/ZINC001164803737.png;-5,79;0,15
ZINC000013649483;C20H4N5O4;-10,2;0;img/ZINC000013649483.png;-5,37;0,43
ZINC001178919543;C18H4N5O4;-10,2;0;img/ZINC001178919543.png;-5,65;0,29
ZINC000095615080;C39H2N5O14P;-11,4;0;img/ZINC000095615080.png;-2,35;0,3
ZINC001191378032;C20H5FN7O5;-10,9;0;img/ZINC001191378032.png;-4,65;0,4
ZINC000590923957;C19N7O;-10,1;0;img/ZINC000590923957.png;-6,33;0,02
ZINC000252621833;C27N6O5S;-10,9;0;img/ZINC000252621833.png;-6,19;0,04
ZINC000053573318;C20H2FN6O3;-10,1;0;img/ZINC000053573318.png;-4,88;0,23
ZINC000009707563;C23CLFN6O3;-10,7;0;img/ZINC000009707563.png;-6,01;0,11
ZINC000084670195;C27H4N9O3;-11,1;0;img/ZINC000084670195.png;-5,07;0,21
ZINC000004804361;C28HCLN5O6;-10,2;0;img/ZINC000004804361.png;-5,64;0,18
ZINC000019181384;C24HN5O7;-10,2;0;img/ZINC000019181384.png;-4,81;0,31
ZINC001192925942;C16H2N7O7P;-10,4;-1;img/ZINC001192925942.png;-4,49;0,13
ZINC000169341187;C24H3N7O4S;-10,4;0;img/ZINC000169341187.png;-3,57;0,13
ZINC000085547903;C21H10N10O18P3;-11,3;-2;img/ZINC000085547903.png;-0,36;0
ZINC000044305625;C26H5N6O12;-11,1;-1;img/ZINC000044305625.png;-4,56;0,42
ZINC001166242542;C23N7;-10,1;0;img/ZINC001166242542.png;-6,88;0,01
ZINC000005222761;C27H5N6O8;-10,1;0;img/ZINC000005222761.png;-4,48;0,47
ZINC000366595376;C19HN8O2;-10,2;0;img/ZINC000366595376.png;-6,7;0,01
ZINC001142385306;C22N8O4;-10,7;0;img/ZINC001142385306.png;-4,93;0,04
ZINC000096901109;C32H6N6O9P;-11,4;0;img/ZINC000096901109.png;-2,6;0,3
ZINC001337004578;C19HCLN5O2;-10,2;0;img/ZINC001337004578.png;-6,48;0,01
ZINC001170218326;C17H4F3N8O2;-10,7;0;img/ZINC001170218326.png;-4,54;0,07
ZINC000785330529;C18H3N7O4;-10,4;0;img/ZINC000785330529.png;-4,65;0,26
ZINC001240453136;C19H2N5O;-10,4;1;img/ZINC001240453136.png;-7,82;0
ZINC000919452966;C18CLF3N8O4;-10,6;0;img/ZINC000919452966.png;-5,03;0,23
ZINC000032017133;C18HFN4O6P;-10,7;0;img/ZINC000032017133.png;-4,44;0,1
ZINC000642264069;C19H3N7O5;-11,3;0;img/ZINC000642264069.png;-3,82;0,18
ZINC000261499093;C20H10N10O12P2S2;-11;-2;img/ZINC000261499093.png;-0,53;0,37
ZINC000049087773;C27H2N7O;-10,5;1;img/ZINC000049087773.png;-6,83;0,26
ZINC000103260344;C31H2N6O2;-11,3;0;img/ZINC000103260344.png;-8,78;0,14
ZINC000095468562;C21H2N5O3;-10,1;0;img/ZINC000095468562.png;-5,58;0,11
ZINC000006899824;C21HN7O;-10,4;0;img/ZINC000006899824.png;-5,94;0,54
ZINC001165350765;C19HFN5O;-10,3;0;img/ZINC001165350765.png;-6,34;0,01
ZINC000004518767;C20H3F2N5O2;-10,1;0;img/ZINC000004518767.png;-5,52;0,13
ZINC001154049554;C17H2N7O7P;-10,4;-1;img/ZINC001154049554.png;-4,51;0,13
